2018-11-26 01:16:35,James,player,<same_game.game_state.State object at 0x118a94828>,52,,,3.5006630420684814,2,4,0
2018-11-26 01:16:40,James,depth limited maximizing,<same_game.game_state.State object at 0x118a944e0>,72,,,2.6517670154571533,2,4,3
